"Last Updated On",1/27/2026,
Generation Interconnection Number,IFS Queue Number,Current Cluster,Cluster Group, Nearest Town or County,State,TO at POI,In-Service Date,Commercial Operation Date,Cessation Date,Original Generator Commercial Op Date,Capacity,MAX Summer MW,MAX Winter MW,Service Type,Requested Maximum Injection Capability (MW),Requested Network Resource Deliverability (MW),Nameplate Capacity,Generation Type,Fuel Type,Substation or Line,Request Received,Date Withdrawn,Status,JTIQ Participant,JTIQ Commitment,Cause of Delay
"GEN-2006-044","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Hansford","TX","SPS","10/1/2010","12/31/2022",,,"370","370","370","ER","0","0","0","Wind","","Hitchland 345kV","12/4/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-043","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Beckham County","OK","AEP","8/1/2008","12/15/2009",,,"99","99","99","ER","0","0","0","Wind","","Sweetwater 230kV","11/17/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-038N019","","ICS-2008-001 Prior Queued","02 NEBRASKA","Boone County","NE","NPPD","5/1/2011","10/31/2011",,,"80","80","80","ER","0","0","0","Wind","","Petersburg North 115kV","10/26/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-038N005","","ICS-2008-001 Prior Queued","02 NEBRASKA","Custer County","NE","NPPD","12/1/2010","12/31/2012",,,"80","80","80","ER","0","0","0","Wind","","Broken Bow 115kV","10/17/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-037N1","","DISIS-2009-001-6","02 NEBRASKA","Custer County","NE","NPPD","1/1/2010","12/31/2014",,,"75","75","75","ER","0","0","0","Wind","","Broken Bow 115kV","10/3/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-035","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Beckham County","OK","AEP","12/1/2008","4/27/2012",,,"132","132","132","ER","0","0","0","Wind","","Sweetwater 230kV","8/29/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-031","","","03 CENTRAL","Ellis County","KS","MIDW","6/1/2008","6/1/2008",,,"75.6","75.6","75.6","ER","0","0","0","Thermal","Gas","Knoll 115kV","8/16/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-028","","","","Lyon","KS","WERE","5/1/2009","6/1/2009",,,"360","300","360","ER","0","0","0","Thermal","Gas","Emporia 345kV","8/11/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-027","","","","Lyon","KS","WERE","5/1/2008","6/1/2008",,,"380","310","380","ER","0","0","0","Thermal","Gas","Emporia 345kV","8/11/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-026","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Lea","NM","SPS","6/1/2008","6/1/2008",,,"604","604","604","ER","0","0","0","Thermal","Gas","Hobbs 230kV & Hobbs 115kV","7/26/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-024S","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Harper","OK","WFEC","12/31/2007","12/31/2008",,,"18.9","18.9","18.9","ER","0","0","0","Wind","","Buffalo Bear Tap 69kV","7/7/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-021","","ICS-2008-001 Prior Queued","03 CENTRAL","Barber County","KS","ITCGP","5/31/2008","12/1/2008",,,"94","94","94","ER","0","0","0","Wind","","Flat Ridge Tap 138kV","6/21/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-020S","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Hansford","TX","SPS","9/1/2007","3/1/2012",,,"20","20","20","ER","0","0","0","Wind","","DWS Frisco 115kV","12/31/2010",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-020N","","ICS-2008-001 Prior Queued","02 NEBRASKA","Bloomfield","NE","NPPD","1/1/2009",,,,"42","42","42","ER","0","0","0","Wind","","Bloomfield 115kV","6/20/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-019","","","","Greene","MO","SPRM","6/1/2010","1/1/2011",,,"275","275","275","ER","0","0","0","Thermal","Coal","","6/19/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-018","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Hale","TX","SPS","6/1/2007","3/22/2011",,,"168.1","168.1","168.1","ER","0","0","0","Thermal","CT","TUCO 230kV","6/1/2010",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-015","","","05 SOUTHWEST","Denver City","TX","SPS","4/1/2007","6/1/2007",,,"150","150","150","ER","0","0","0","Thermal","Gas","Mustang 230kV","4/24/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-010","","","04 SOUTHEAST","Hempstead Co.","AR","AEP","6/1/2011","12/20/2012",,,"620","610","620","ER","0","0","0","Thermal","Coal","Turk 138kV","2/27/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-008","","","","Caddo Prsh.","LA","AEP","6/1/2008","6/26/2010",,,"550","490","550","ER","0","0","0","Thermal","Gas","Arsenal Hill 138kV","2/27/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2006-002","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Beckham ","OK","AEP","12/31/2006","12/28/2010",,,"100.8","100.8","100.8","ER","0","0","0","Wind","","Sweetwater 230kV","1/9/2006",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2005-024","","","","Tulsa County","OK","AEP","6/1/2007","3/22/2007",,,"181","172","181","ER","0","0","0","Thermal","Gas","","12/13/2005",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2005-022","","","","Caddo County","OK","AEP","6/1/2007","12/27/2007",,,"177","168","177","ER","0","0","0","Thermal","Gas","","12/13/2005",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2005-013","","ICS-2008-001 Prior Queued","03 CENTRAL","Elk County","KS","WERE","11/1/2007","7/5/2011",,,"199.8","199.8","199.8","ER","0","0","0","Wind","","Caney River 345kV","8/22/2005",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2005-012","","ICS-2008-001 Prior Queued","03 CENTRAL","Ford County","KS","SUNC","12/31/2015","9/1/2012",,,"248.4","248.4","248.4","ER","0","0","0","Wind","","Clark County-Spearville Ckt 1 (Ironwood) 345kV","8/8/2005",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2005-008","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Harper County","OK","OGE","7/31/2007","6/30/2007",,,"120","120","120","ER","0","0","0","Wind","","Woodward 138kV","4/1/2005",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2005-003","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Caddo & Kiowa Counties","OK","WFEC","12/1/2005","12/15/2005",,,"30.6","30.6","30.6","ER","0","0","0","Wind","","Washita 138kV","1/21/2005",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-023N","","ICS-2008-001 Prior Queued","02 NEBRASKA","Columbus","NE","NPPD","1/1/2009",,,,"75","75","75","ER","0","0","0","Thermal","Coal","Columbus Co 115kV","11/29/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-023","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Apache","OK","WFEC","12/1/2005","12/15/2005",,,"20.6","20.6","20.6","ER","0","0","0","Wind","","Washita 138kV","10/26/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-022N","","","","Hastings","NE","NPPD","1/1/2005",,,,"11","11","11","ER","0","0","0","Thermal","","","10/20/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-020","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Custer County","OK","AEP","12/31/2005","1/1/2006",,,"27","27","27","ER","0","0","0","Wind","","Clinton Junction-Weatherford Southeast 138kV","10/8/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-019N","","","","Colfax County","NE","NPPD","1/1/2005",,,,"0.1","0.1","0.1","ER","0","0","0","Thermal","Gas","","10/4/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-018N1","","","","Brownsville","NE","NPPD","1/1/2005",,,,"22","22","22","ER","0","0","0","Thermal","Nuclear","","9/20/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-017N","","","","Columbus","NE","NPPD","1/1/2007",,,,"5","5","5","ER","0","0","0","Hydro","","","9/13/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-017","","","03 CENTRAL","Riverton SE Cherokee Cnty","KS","EDE","1/1/2007",,,,"250","250","250","ER/NR","0","0","0","Thermal","CT/ST","Riverton 161kV","8/23/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-015","","","05 SOUTHWEST","Denver City/Yoakum","TX","SPS","4/1/2006","4/1/2006",,,"150","150","150","ER","0","0","0","Thermal","CT","","7/12/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-014","","ICS-2008-001 Prior Queued","03 CENTRAL","Edwards","KS","MKEC","11/15/2005","12/31/2012",,,"152","152","152","ER","0","0","0","Wind","","Spearville 230kV","4/22/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-008","","","03 CENTRAL","Platte County","MO","KCPL","6/1/2009","6/5/2012",,,"850","850","850","ER","0","0","0","Thermal","Coal","","3/26/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2004-002O","","","","Washington County","NE","OPPD","1/1/2007",,,,"48","48","48","ER","0","0","0","Thermal","Nuclear","","1/21/2004",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-022","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Custer/Wasita","OK","AEP","12/31/2004","1/1/2006",,,"120","120","120","ER","0","0","0","Wind","","Clinton Junction-Weatherford Southeast 138kV","12/31/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-021N","","ICS-2008-001 Prior Queued","02 NEBRASKA","Ainsworth","NE","NPPD","10/1/2005",,,,"75","75","75","ER","0","0","0","Wind","","Ainsworth Wind Tap 115kV","12/29/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-020","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Carson County","TX","SPS","6/1/2007","8/1/2012",,,"159.1","159.1","159.1","ER","0","0","0","Wind","","Martin 115kV","12/29/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-019","","ICS-2008-001 Prior Queued","03 CENTRAL","Salina NC Ellsworth Cnty","KS","MIDW","11/1/2006","11/1/2006",,,"249.3","249.3","249.3","ER","0","0","0","Wind","","Smoky Hills Tap 230kV","11/24/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-017N","","","","Brownsville","NE","NPPD","1/1/2007",,,,"50","50","50","ER","0","0","0","Thermal","Nuclear","","10/15/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-008O","","","","Otoe County","NE","OPPD","5/1/2009",,,,"700","700","700","ER","0","0","0","Thermal","Coal","","7/15/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-006A","","ICS-2008-001 Prior Queued","03 CENTRAL","Cloud County","KS","MKEC",,,,,"201","201","201","ER","0","0","0","Wind","","Elm Creek 230kV","7/9/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-005","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Apache","OK","WFEC","12/1/2006",,,,"99","99","99","ER","0","0","0","Wind","","Anadarko - Paradise (Blue Canyon) 138kV","6/5/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2003-004","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Apache","OK","WFEC","12/1/2005","12/15/2005",,,"100","100","100","ER","0","0","0","Wind","","Washita 138kV","6/5/2003",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-025A","","ICS-2008-001 Prior Queued","03 CENTRAL","Spearville","KS","MKEC","6/1/2006",,,,"100.5","100.5","100.5","ER","0","0","0","Wind","","Spearville 230kV","10/31/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-023N","","","","Harmony","NE","NPPD",,,,,"0.8","0.8","0.8","ER","0","0","0","Wind","","Harmony 115kV","9/28/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-022","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Oldham County (Wildorado)","TX","SPS","12/15/2006",,,,"239.2","239.2","239.2","ER","0","0","0","Wind","","Bushland 230kV","9/12/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-009","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Hansford County","TX","SPS","9/30/2006","9/30/2006",,,"67.2","67.2","67.2","ER","0","0","0","Wind","","Hansford 115kV","7/19/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-008","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Hansford County","TX","SPS","11/1/2007","12/30/2008",,,"240","240","240","ER","0","0","0","Wind","","Hitchland 345kV","7/19/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-005","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Hammon","OK","WFEC","12/31/2006","12/31/2008",,,"123","123","123","ER","0","0","0","Wind","","Red Hills Tap 138kV","4/28/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-004N","","","","Grand Island","NE","NPPD","12/1/2003",,,,"80","80","80","ER","0","0","0","Thermal","Gas","","4/16/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2002-004","","ICS-2008-001 Prior Queued","03 CENTRAL","Beaumont SE Butler Cnty","KS","WERE","9/30/2003","12/15/2005",,,"153","153","153","ER","0","0","0","Wind","","Latham 345kV","4/12/2002",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-040","","","03 CENTRAL","LaRussell Energy Ctr.","MO","EDE","6/1/2003","4/24/2003",,,"50","50","50","ER","0","0","0","Thermal","CT","LaRussell Energy Center 161kV","11/27/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-039M","","ICS-2008-001 Prior Queued","03 CENTRAL","Wichita County","KS","SUNC","12/1/2008",,,,"100","100","100","ER","0","0","0","Wind","","Central Plains Tap 115kV","11/1/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-039A","","ICS-2008-001 Prior Queued","03 CENTRAL","Kiowa County","KS","MKEC",,,,,"104","104","104","ER","0","0","0","Wind","","Shooting Star Tap 115kV","10/30/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-037","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Woodward","OK","OGE","10/1/2002","11/12/2003",,,"102","102","102","ER","0","0","0","Wind","","FPL Moreland Tap 138kV","10/18/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-033","","ICS-2008-001 Prior Queued","05 SOUTHWEST","Chaves County (Melrose)","NM","SPS","10/1/2002","12/22/2005",,,"120","120","120","ER","0","0","0","Wind","","San Juan Tap 230kV","9/17/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-030","","","03 CENTRAL","LaRussell Energy Center","MO","EDE","6/1/2003","4/25/2003",,,"50","50","50","ER","0","0","0","Thermal","CT","LaRussell Energy Center 161kV","9/4/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-029N","","","","Beatrice","NE","NPPD","1/1/2005","1/1/2005",,,"250","250","250","ER","0","0","0","Thermal","Gas","","8/15/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-026","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Meers","OK","WFEC","10/1/2003","10/1/2003",,,"74.25","74.25","74.25","ER","0","0","0","Wind","","Washita 138kV","7/24/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-024","","","","Washington County","AR","AEP","5/1/2007","7/1/2007",,,"630","580","630","ER","0","0","0","Thermal","CT","SWEPCO Tontitown 161kV Substation","7/9/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-018","","","","Neosho County","KS","WERE","1/1/2002","1/1/2002",,,"47","47","47","ER","0","0","0","Thermal","Gas","Chanute NW Neosho Cnty By Tioga Sub","5/15/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"GEN-2001-014","","ICS-2008-001 Prior Queued","04 SOUTHEAST","Sleeping Bear","OK","WFEC","6/30/2007","4/15/2007",,,"94.5","94.5","94.5","ER","0","0","0","Wind","","Ft Supply 138kV","4/24/2001",,"IA FULLY EXECUTED/COMMERCIAL OPERATION","N/A","",""
"ERAS-2025-036","","ERAS-2025-001","05 SOUTHWEST","Amarillo","TX","SPS","6/30/2029","12/31/2029",,,"140","140","140","ER/NR","140","140","140","Battery/Storage","Battery","Newhart - Potter 230 kV Line","10/2/2025",,"ERAS","No","",""
"ERAS-2025-035","","ERAS-2025-001","01 NORTH","Aberdeen","SD","NWPS","6/14/2029","12/31/2029",,,"137.96","137.96","137.96","ER/NR","137.96","137.96","127.7","Thermal","Combustion Turbine","Siebrecht 115 kV Substation","10/2/2025",,"ERAS","Yes","",""
"ERAS-2025-034","","ERAS-2025-001","03 CENTRAL","Joplin","MO","EMDE","12/3/2029","4/1/2030",,,"250","250","250","ER/NR","250","250","250","Thermal","Combustion Turbine","State Line 439 161 kV Substation","9/29/2025",,"ERAS","Yes","",""
"ERAS-2025-033","","ERAS-2025-001","03 CENTRAL","Dodge City","KS","SEPC","3/15/2027","5/1/2027",,,"150","150","150","ER/NR","150","150","153.22","Hybrid","Battery/Solar","Fort Dodge 115 kV Substation","10/1/2025",,"ERAS","No","",""
"ERAS-2025-032","","ERAS-2025-001","03 CENTRAL","St. John","KS","SEPC","3/2/2025","10/2/2029",,,"150","150","150","ER/NR","150","150","152.2","Hybrid","Solar/Storage","St. John 115 kV Substation","10/1/2025",,"ERAS","No","",""
"ERAS-2025-031","","ERAS-2025-001","03 CENTRAL","Kansas City","KS","KACY","2/29/2028","5/31/2028",,,"150","150","150","ER/NR","150","150","165.84","Thermal","Diesel","Quindaro 161kV Substation","10/2/2025",,"ERAS","Yes","",""
"ERAS-2025-030","","ERAS-2025-001","05 SOUTHWEST","Roswell","NM","SPS","11/1/2029","10/1/2030",,,"350","350","350","ER/NR","350","350","712.74","Hybrid","Solar/Storage","G24-279 New Switch Station tying into Chaves - Eddy County 230 kV Line","10/2/2025",,"ERAS","No","",""
"ERAS-2025-029","","ERAS-2025-001","03 CENTRAL","Kansas City","KS","KACY","11/2/2026","3/1/2027",,,"170","170","170","ER/NR","170","170","171.93","Battery/Storage","Battery","Nearman 161 kV Substation","10/2/2025",,"ERAS","Yes","",""
"ERAS-2025-028","","ERAS-2025-001","05 SOUTHWEST","Levelland","TX","SPS","11/18/2029","10/1/2030",,,"384","384","384","ER/NR","384","384","390.89","Solar","Photovoltaic","Tuco-Yoakum 345kV Line","10/2/2025",,"ERAS","No","",""
"ERAS-2025-027","","ERAS-2025-001","05 SOUTHWEST","Denver City","TX","SPS","2/29/2028","5/31/2028",,,"250","250","250","ER/NR","250","250","268","Battery/Storage","Battery","Mahoney 230kV Substation","10/2/2025",,"ERAS","No","",""
"ERAS-2025-026","","ERAS-2025-001","04 SOUTHEAST","Lawton","OK","AEP","4/1/2029","11/30/2029",,,"744","665","744","ER/NR","744","744","775.2","Thermal","Combined Cycle","Oklaunion-Lawton East Side 345kV Line","10/2/2025",,"ERAS","No","",""
"ERAS-2025-025","","ERAS-2025-001","04 SOUTHEAST","Fort Cobb","OK","WFEC","5/1/2027","12/31/2027",,,"175","175","175","ER/NR","175","175","199.3","Solar","Photovoltaic","Washita 138kV Substation","10/2/2025",,"ERAS","No","",""
"ERAS-2025-024","","ERAS-2025-001","04 SOUTHEAST","Lawton","OK","AEP","4/1/2029","11/30/2029",,,"744","665","744","ER/NR","744","744","775.2","Thermal","Combined Cycle","Comanche 138kV Substation","10/2/2025",,"ERAS","No","",""
"ERAS-2025-023","","ERAS-2025-001","04 SOUTHEAST","Oologah","OK","AEP","11/1/2029","12/15/2029",,,"510","505","510","ER/NR","510","510","513","Thermal","Combustion Turbine","Northeastern 345 kV Substation","10/2/2025",,"ERAS","Yes","",""
"ERAS-2025-022","","ERAS-2025-001","04 SOUTHEAST","Ada","OK","PEC","1/15/2028","6/1/2028",,,"123","123","123","ER/NR","123","123","127.75","Battery/Storage","Battery","Monte Vista 138 kV Substation","10/1/2025",,"ERAS","Yes","",""
"ERAS-2025-021","","ERAS-2025-001","05 SOUTHWEST","Hale Center","TX","SPS","6/14/2030","10/1/2030",,,"500","500","500","ER/NR","500","500","515.8","Wind","Wind","Border-Tuco 345kV Line","10/2/2025",,"ERAS","No","",""
"ERAS-2025-020","","ERAS-2025-001","05 SOUTHWEST","Lovington","NM","SPS","11/1/2029","10/1/2030",,,"400","400","400","ER/NR","400","400","829.8","Hybrid","Solar/Storage","Hobbs - Yoakum 345 kV Line","10/2/2025",,"ERAS","No","",""
"ERAS-2025-019","","ERAS-2025-001","03 CENTRAL","Kinsley","KS","MIDW","10/2/2028","12/15/2028",,,"80","80","80","ER/NR","80","80","81.6","Solar","Photovoltaic","5th Street Substation","10/2/2025",,"ERAS","Yes","",""
"ERAS-2025-018","","ERAS-2025-001","05 SOUTHWEST","Portales","NM","SPS","11/21/2029","10/1/2030",,,"256","256","256","ER/NR","256","256","545.4","Hybrid","Solar/Storage","Oasis 230kV Substation","10/2/2025",,"ERAS","No","",""
"ERAS-2025-017","","ERAS-2025-001","03 CENTRAL","Garden City","KS","SEPC","5/17/2029","12/14/2029",,,"600","600","600","ER/NR","600","600","622.99","Thermal","Combustion Turbine","Holcomb 345 kV Substation","9/24/2025",,"ERAS","No","",""
"ERAS-2025-016","","ERAS-2025-001","05 SOUTHWEST","Earth","TX","SPS","10/31/2028","6/1/2029",,,"232.5","224.7","232.5","ER/NR","232.5","232.5","247.4","Thermal","Combustion Turbine","Tolk 230kV Substation","10/2/2025",,"ERAS","No","",""
"ERAS-2025-015","","ERAS-2025-001","03 CENTRAL","Garden City","KS","SEPC","5/15/2029","12/14/2029",,,"400","400","400","ER/NR","400","400","817.52","Hybrid","Solar/Storage","Holcomb 345 kV Substation","9/25/2025",,"ERAS","No","",""
"ERAS-2025-014","","ERAS-2025-001","05 SOUTHWEST","Hobbs","NM","SPS","5/31/2028","6/1/2029",,,"159.5","120.5","159.5","ER/NR","159.5","159.5","234","Thermal","Combustion Turbine","Hobbs-Andrews 345kV Line","10/2/2025",,"ERAS","No","",""
"ERAS-2025-013","","ERAS-2025-001","03 CENTRAL","Maryville ","MO","WERE","4/1/2029","1/1/2030",,,"450.6","425.1","450.6","ER/NR","450.6","450.6","460.2","Thermal","Combustion Turbine","Mullin Creek 345 kV Substation","9/30/2025",,"ERAS","Yes","",""
"ERAS-2025-012","","ERAS-2025-001","01 NORTH","Stanton","ND","BEPC","9/27/2029","9/27/2030",,,"750","750","750","ER/NR","750","750","750","Thermal","Combined Cycle","Leland Olds 345kV Substation","10/1/2025",,"ERAS","Yes","",""
"ERAS-2025-011","","ERAS-2025-001","01 NORTH","Stanton","ND","BEPC","9/27/2029","9/27/2030",,,"750","750","750","ER/NR","750","750","750","Thermal","Combined Cycle","Leland Olds 345kV Substation","10/1/2025",,"ERAS","Yes","",""
"ERAS-2025-010","","ERAS-2025-001","04 SOUTHEAST","Harrah","OK","OGE","4/1/2028","1/1/2029",,,"496","496","496","ER/NR","496","496","496","Thermal","Combustion Turbine","Horseshoe Lake 138kV Substation","9/10/2025",,"ERAS","Yes","",""
"ERAS-2025-009","","ERAS-2025-001","04 SOUTHEAST","Chouteau","OK","GRDA","8/1/2026","10/1/2026",,,"450","450","450","ER/NR","450","450","520","Thermal","Coal","Grec #1 Interconnect 161kV Substation","10/1/2025",,"ERAS","Yes","",""
"ERAS-2025-008","","ERAS-2025-001","03 CENTRAL","Conway Springs","KS","WERE","4/1/2028","1/1/2029",,,"721.1","693.2","721.1","ER/NR","721.1","721.1","737.1","Thermal","Combined Cycle","Viola 345 kV Substation","9/30/2025",,"ERAS","No","",""
